Before we go,2019,5,3,1
Finding you,2021,5,3,1
Catwoman hunted,2022,5,3,1,6
Beta house,2007,5,1,1,5
American pie: naked mile,2006,5,1,1,5
I still believe,2020,5,3,1
Crazy rich asians,2018,5,4,1,5
Borning 1,2014,3,3,2,12
Borning 2,2016,3,3,2,12
Borning 3,2017,3,3,2,12
After,2019,5,3,1,14
After we fell,2021,5,3,1,14
After we collided,2020,5,3,1,14
Happily ever after,2009,5,2,1,14
365 days,2020,4,1,1,2,14
365 days: this day,2022,4,1,1,2,14
Fifty shades of dark,2017,5,3,1,14
Fifty shades of gray,2015,5,3,1,14
Fifty shades of freed,2018,5,3,1,14
Twilight,2008,5,3,1,2,3,10,14
The twilight saga: new moon,2009,5,3,1,2,3,10,14
The twilight saga: eclipse,2010,5,3,1,2,3,10,14
Twilight saga: breaking dawn pt.01,2011,5,3,1,2,3,10,14
Twilight saga: breaking dawn pt.02,2012,5,3,1,2,3,10,14
The great wall,2012,8,3,1,2,16
Playing it cool,2014,5,3,1,14
Ron gone wrong,2021,5,4,2,6,9
Love on the rise,2021,5,2,1
The royal treatment,2022,5,2,1
Catch me if you can,2002,5,4,2,5
Ice age,2002,5,3,9,2
Vacation friends,2021,5,3,2,5
Me before you,2016,1,4,1,14
Can you keep a secret,2019,5,3,9,14
The kingsman: the secret service,2006,1,4,2,7
The kingsman: golden circle,2007,1,4,2,7
The kingsman,2014,1,4,2,7
Overboard,2018,5,3,1
The teenage mutant ninja turtles,2014,5,3,2,9
Mad max: fury road,2015,6,4,2,7,12
Plus one,2019,5,3,1
The dark knight returns pt.01,2012,5,4,2,4,6
The dark knight returns pt.02,2013,5,4,2,4,6,7
The last summer,2019,5,3,1,14
Through my window,2022,4,3,1,14
The dictator,2012,5,4,2,5
Blended,2014,5,3,1
Why him,2016,5,3,1
Jersey girl,2004,5,3,1,14
The hating game,2021,5,4,1,5,14
The in between,2022,5,3,1
Set it up,2018,5,3,1,5
Gifted,2017,5,4,2,7
The night teeth,2021,5,3,1,2,3
Friends with benefits,2011,5,3,1,14
Redeeming love,2022,5,3,1,14
Turning red,2022,5,4,5,6,9
The convent,2020,5,3,2,3
Batman: long halloween pt.01,2021,5,4,2,4,6,7
Batman: long halloween pt.02,2021,5,4,2,4,6,7
The mask,1994,5,4,2,5,10
Son of the mask,2005,5,2,2,5,10,14
Chemical hearts,2020,5,3,1,14
Real steel,2011,5,3,2,7
The batman,2022,5,4,2,4,7,12
Moonshot,2022,5,3,1
Power rangers,2017,5,3,4,7
Dune,2021,5,4,11,2,7,10
The middle school: worst days of my life,2016,5,3,5,9,1
Deadshot,2021,5,3,2,7
The Fast and the Furious,2001,5,4,1,2,12,14
2 Fast 2 Furious,2003,5,3,1,2,12,14
The Fast and the Furious: Tokyo Drift,2006,5,3,1,2,12,14
Fast & Furious,2009,5,3,1,2,12,14
Fast Five,2011,5,4,1,2,12,14
Fast & Furious 6,2013,5,4,1,2,12,14
Furious 7,2015,5,4,1,2,12,14
The Fate of the Furious,2017,5,3,1,2,12,14
F9,2021,5,3,1,2,12,14
Fast X: Pt.01,2023,5,3,1,2,12,14
Fast X: Pt.02,2025,5,0,1,2,12,14
Fast & Furious: Hobbs & Shaw,2019,5,3,1,2,12,14
Transformers,2007,5,3,4,7,2
Transformers: Revenge of the Fallen,2009,5,2,4,7,2
Transformers: Dark of the Moon,2011,5,3,4,7,2
Transformers: Age of Extinction,2014,5,2,4,7,2
Transformers: The Last Knight,2017,5,2,4,7,2
Bumblebee,2018,5,4,4,7,2
Transformers: Rise of the Beasts,2023,5,3,4,7,2
Uncharted,2022,5,3,2,12
The Bad Guys,2022,5,4,2,5,6
Bruce Almighty,2003,5,3,3,5
Yes Man,2008,5,3,5
K.G.F Chapter 01,2018,10,4,2,1,12
K.G.F Chapter 02,2022,10,4,2,12,16
K.G.F Chapter 03,2026,10,0,2,12,16
Sonic,2020,5,4,4,6,7
Sonic: The Hedgehog,2022,5,4,4,6,7
Gods of Egypt,2016,5,2,1,3,10,16
Fantastic Beasts and Where to Find Them,2016,1,4,2,3,10,14
Fantastic Beasts: The Crimes of Grindelwald,2018,1,3,2,3,10,14
Fantastic Beasts: The Secrets of Dumbledore,2022,1,3,2,3,10,14
Northman,2022,5,4,2
Fire Starter,2022,5,2,1,12
Vampire Academy,2014,5,2,1,2,3,12
Mortal Instruments,2013,5,3,3
Sorcerer's Apprentice,2010,5,3,3,10
Tom and Jerry: Fast & Furious,2021,5,2,6,9
The Valet,2022,5,3,1,5
Along the way,2022,5,3,1
Without saying goodbye,2022,4,3,1
Ted 1,2012,5,3,5,10
Ted 2,2015,5,3,5,10
Evan Almighty,2007,5,2,5
Absolutely Anything,2015,5,2,5
Beast,2022,5,3,1,3
Ford vs Ferrari,2019,5,4,2,12
Klaus,2019,5,5,9,10,14
Along for the ride,2012,5,3,1,14
Abraham Lincoln: Vampire Hunter,2012,5,3,2,3
Magic Camp,2020,5,3,5,10
Assassin's Creed,2016,5,3,2,7
Ghost Rider,2007,5,3,2,3,12
Ghost Rider 2,2012,5,2,2,3,7
Love & Monsters,2020,5,4,1,2,7
Hansel and Gretel: Witch Hunters,2013,5,3,2,10,12
Birds of Prey,2020,5,3,2,12
My Spy,2020,7,3,2,9
Bigil,2019,10,3,2,12
Percy Jackson: The Lightning Thief,2010,5,3,2,10
Percy Jackson: The Sea of Monsters,2013,5,3,2,10
Dr. Dolittle,2020,5,2,5,10
Shang-Chi,2021,5,4,2,4,7
The Adam Project,2022,5,3,2,7
Project Power,2020,5,3,2
Morbius,2022,5,2,2,3,7
Big Hero 6,2014,5,4,6,9
Asterix and the Vikings,2006,2,3,2,5
Asterix: The Mansions of the Gods,2014,2,3,2,5
Asterix: The Secret of the Magic Potion,2018,2,3,2,5
Asterix & Obelix: Mission Cleopatra,2002,2,4,2,5
Asterix at the Olympic Games,2008,2,3,2,5
Asterix & Obelix: God Save Britannia,2012,2,3,2,5
Asterix & Obelix: The Middle Kingdom,2023,2,3,2,5
Wolf of Wall Street,2013,5,4,5,14
Ip Man,2008,10,5,2,16
Ip Man 2,2010,10,4,2,16
Ip Man 3,2015,10,4,2,16
Ip Man 4: The Finale,2019,10,4,2,16
Jumanji,1995,5,3,2,7
Jumanji: Welcome to the Jungle,2017,5,4,2,5,7
Hitman's Bodyguard,2017,5,3,2,5,12
Hitman's Wife's Bodyguard,2021,5,2,2,5,12
Peter Rabbit,2018,6,3,5,9
Peter Rabbit 2,2021,6,3,5,9
Saho,2020,10,3,2
Iron Man,2008,5,4,2,4,7
Iron Man 2,2010,5,3,2,4,7
Iron Man 3,2013,5,3,2,4,7
The Avengers,2012,5,4,2,4,7
Avengers: Age of Ultron,2015,5,4,2,4,7
Avengers: Infinity War,2018,5,5,2,4,7
Avengers: Endgame,2019,5,4,2,4,7
Thor,2011,5,3,2,4,7
Thor: The Dark World,2013,5,3,2,4,7
Thor: Ragnarok,2017,5,4,2,4,7
Thor: Love and Thunder,2022,5,3,2,4,7
Ant-Man,2015,5,4,2,4,7
Ant-Man and the Wasp,2018,5,3,2,4,7
Ant-Man and the Wasp: Quantumania,2023,5,2,2,4,7
Big Foot Family,2020,2,3,2,6,7
Big Foot's Son,2021,2,3,2,6,7
Yesterday,2019,1,4,1,14
Last Christmas,2019,5,3,1,14
Push,2009,5,3,2,3,7
The Brothers Grimsby,2016,5,2,2,5
I Am Number Four,2011,5,3,2,3
The Princess Diaries 1,2001,5,3,1,9,14
The Princess Diaries 2,2004,5,3,1,9,14
The Hustle,2019,5,2,2,5
The Tourist,2010,5,3,2
The Professor,2018,5,3,5
Finding Neverland,2004,1,4,1,9,10
Hercules,2014,5,2,1,2,10
Immortals,2011,5,3,1,2,10
Don't Look Up,2021,5,4,5,7
The Unbearable Weight of Massive Talent,2022,5,3,2,5
Pirates of the Caribbean: The Curse of the Black Pearl,2003,5,4,2,3,10
Pirates of the Caribbean: Dead Man's Chest,2006,5,4,2,3,10
Pirates of the Caribbean: At World's End,2007,5,3,2,3,10
Pirates of the Caribbean: On Stranger Tides,2011,5,3,2,3,10
Pirates of the Caribbean: Dead Men Tell No Tales,2017,5,3,2,3,10
Goosebumps,2015,5,3,1,3,10
Goosebumps 2,2018,5,2,1,3,10
Spider-Man,2002,5,4,2,4,7
Spider-Man 2,2004,5,4,2,4,7
Spider-Man 3,2007,5,3,2,4,7
The Amazing Spider-Man,2012,5,4,2,4,7
The Amazing Spider-Man 2,2014,5,3,2,4,7
Spider-Man: Homecoming,2017,5,4,2,4,7
Spider-Man: Far From Home,2019,5,4,2,4,7
Spider-Man: No Way Home,2021,5,4,2,4,7
Spider-Man: Into the Spider-Verse,2018,5,5,2,4,7
Spider-Man: Across the Spider-Verse,2023,5,5,2,4,7
The Tomorrow War,2021,5,3,2,7
Wish Dragon,2021,8,4,6,9,10
A Perfect Pairing,2022,5,3,1,14
Max Steel,2016,5,2,1,7
Doctor Strange,2016,5,4,2,4,7
Doctor Strange in the Multiverse of Madness,2022,5,4,2,4,7
The Princess,2022,5,2,2,14
Beautiful Creatures,2013,5,3,3,10
Mortal Engines,2018,5,3,3,7
Jurassic Park,1993,5,5,2,7,12
The Lost World: Jurassic Park,1997,5,3,2,7,12
Jurassic Park III,2001,5,3,2,7,12
Jurassic World,2015,5,4,2,7,12
Jurassic World: Fallen Kingdom,2018,5,3,2,7,12
Jurassic World Dominion,2022,5,3,2,7,12
Puss in Boots,2011,5,4,2,6,10
Puss in Boots: The Last Wish,2022,5,5,2,6,10
Inkheart,2008,5,3,3,10
Divergent,2014,5,3,2,7
The Sleepover,2020,5,3,2,5
The Do-Over,2016,5,2,2,5
Sky High,2005,5,3,2,4
Jumper,2008,5,3,2,4,7
The Knight Before Christmas,2020,5,3,1,14
R.I.P.D,2013,5,2,2,7
What's Your Number,2011,5,3,1,14
Hellboy,2019,5,2,2,3,7
Rush Hour,1998,5,4,2,5
Rush Hour 2,2001,5,3,2,5
Rush Hour 3,2007,5,2,2,5
Spy Next Door,2016,5,3,1,2,5
The Pacifier,2005,5,3,9,14
The Last Witch Hunter,2015,5,3,1,5,10
Green Lantern : Beware of my Power,2022,5,3,2,4,7
Purple Hearts,2022,5,3,1,14
The Emoji Movie,2017,5,1,2,7
Honor Society,2022,5,3,2,12
Ninja Assassin,2009,5,3,1,2
The Nutcracker and Four Realms,2018,5,3,3,9,10
The Sea Beast,2022,5,4,2,6,10
No Strings Attached,2011,5,3,1,14
Despicable Me ,2010,5,4,2,6,7,9
Despicable Me 2 ,2013,5,4,2,6,7,9
Minions ,2015,5,4,2,6,7,9
Despicable Me 3 ,2017,5,3,2,6,7,9
Minions: The Rise of Gru ,2022,5,4,2,6,7,9
Despicable Me 4 ,2024,5,0,2,6,7,9
Music and Lyrics,2008,5,3,1,14
The Last Airbender ,2010,5,2,2,9,10
Avatar: The Last Airbender ,2024,5,0,2,9,10
Avatar,2009,5,4,2,7
Avatar: The Way of Water,2022,5,4,2,7
Two Weeks Notice,2010,5,3,1,5,14
Batman Ninja,2015,8,3,1,4,6
Day Shift,2022,5,3,2,12
Nezha,2018,10,4,2,3,6,10
Nezha: Reborn,2021,10,4,2,3,6,10
Enchanted,2007,5,3,1,10
Let me in,2011,5,3,1,6
Swimming for Gold,2021,7,3,1,14
Meet Joe Black,1998,5,4,2,5
Stardust,2007,5,4,1,3,10
It's a boy girl thing,2016,5,3,1,5,10
Clash of the Titans,2001,5,3,1,2,10,16
DC League of Super Pets,2022,5,3,2,6,7
Top Gun ,1986,5,4,2,12
Top Gun: Maverick ,2022,5,5,2,12
Wedding Daze,2000,5,3,1,5
Interstellar,2014,5,5,7
Chasing Liberty,2004,5,3,1,5
Me Time,2022,5,2,1,14
Flipped,2010,5,4,1,5
Time Traveler's Wife,2015,5,3,1,7,14
Stuck in Love,2012,5,4,1,14
The Matchmaker,2016,5,3,1,14
A Walk to Remember,2002,5,4,1,14
What we did on our Holiday,2015,5,3,1,2,12
Everybody Wants Something,2008,5,3,1,14
Red 01,2010,5,3,1,2,5
Red 02,2013,5,3,1,2,5
Cruise,2018,5,3,1,2
The Legend of Hurcules,2015,5,2,2
Samaritan,2022,5,3,2,4,7
That's Armor,2022,5,3,1,5
Tooth Fairy,2010,5,2,5,10
Hangover,2009,5,4,2,5
Hangover Pt.02,2013,5,3,2,5
Hangover Pt.03,2018,5,2,2,5
Knocked up,2007,5,3,1,5,14
Wanted,2008,5,3,1,2,3
Mr. Deeds,2002,5,3,1
About Fate,2022,5,2,1,14
Killers,2010,5,2,2,12
Kiss of the Damned,2013,5,3,3,11,14
Notting Hill,1999,1,4,1,14
Equals,2016,5,3,7,14
Murder Mystery,2014,5,3,2,5
Scooby-Doo on Zombie Island,1998,5,4,6,9
Between Two Ferns: The Movie,2019,5,3,5
Alpha,2018,5,3,2,12
Coup de Chance,2023,2,3,14
65,2023,5,3,2,7,12
Shazam! Fury of the Gods,2023,5,3,4,7,10
Furry Ninja,2023,5,3,2,5
Furry Vengeance,2015,5,2,2
Miss Peregrine's Home for Peculiar Children,2016,5,3,3,10
Mummies,2023,5,3,6,9
Murder Mystery 2,2023,5,2,2,5
Assassin,2023,5,3,2,12
Everything Everywhere All at Once,2022,5,5,2,5,7,10
Justice League: The Flashpoint Paradox,2013,5,4,2,4,6,7
Wolves,2014,5,3,2,3,12
Whiskey Tango Foxtrot,2016,5,3,1,2,5
The Huntsman: Winter's War,2016,5,3,2,10
Pathaan,2023,10,4,2,12
Big Fat Liar,2002,5,3,5
A Man Called Otto,2022,5,4,5,8
Planes,2013,5,3,6
Planes: Fire & Rescue,2014,5,3,6
Inferno,2016,5,3,12
Cocaine Bear,2023,5,3,5,12
Roald & Beatrix: The Tail of the Curious Mouse,2020,1,4,1,9
Royal Teen,2022,5,3,1,14
Operation Fortune: Ruse de Guerre,2023,5,3,2,5
The Italian Job,2003,5,4,2,12
Zoom,2006,5,2,5,9
One Day,2011,5,3,1,14
Father of the Bride,1991,5,4,1,5
Father of the Bride Part II,1995,5,3,1,5
Ambulance,2022,5,3,2,12
Coraline,2009,5,4,6,10
Instant Family,2018,5,4,1,5,14
Justice League vs. Teen Titans,2016,5,4,4,6,7
Justice League vs. Teen Titans: Judas Contract,2017,5,4,4,6
Kate & Leopold,2001,5,3,1,14
Legion of Super-Heroes,2023,5,3,4,6
Love Wedding Repeat,2020,5,3,1,5
Mom's Night Out,2014,5,3,5
Mortal Kombat: Legends Snow Blind,2022,5,3,2,4,12
Mortal Kombat: Battle of the Realms,2021,5,3,2,4,12
Mortal Kombat Legends: Scorpion's Revenge,2020,5,4,2,4,12
The Guardians of the Galaxy Holiday Special,2022,5,4,4,5,7
The Wedding Date,2005,5,3,1,5
The Pink Panther,2009,5,2,2,5
The Bounty Hunter,2010,5,2,2,5
The Longest Ride,2015,5,4,1,14
The Lucky One,2012,5,4,1,14
The Switch,2010,5,3,1,5
The Mummy: Tomb of the Dragon Emperor,2008,5,3,2,3,10
The Mummy,1999,5,4,2,3,10
The Mummy Returns,2001,5,3,2,3,10
The Guilt Trip,2012,5,2,5
The Boss Baby: Family Business,2021,5,3,6,9
The Boss Baby,2017,5,3,6,9
Oz the Great and Powerful,2013,5,3,4,10
Plane,2023,5,3,2,12
Shotgun Wedding,2022,5,2,1,5
This Is Where I Leave You,2014,5,3,5,14
Scooby-Doo and the Witch's Ghost,1999,5,4,6,9,10
Scooby-Doo and the Alien Invaders,2000,5,4,6,9,7
Scooby-Doo and the Cyber Chase,2001,5,4,6,9,7
Scooby-Doo,2002,5,2,5,9,10
Scooby-Doo 2: Monsters Unleashed,2004,5,2,5,9,10
Scooby-Doo! WrestleMania Mystery,2014,5,3,6,9
Scoob!,2020,5,3,6,9,7
Roald Dhal's : Matilda,2022,5,4,5,9,15
Simulant,2023,5,3,2,7,11,12
The Little Mermaid,2023,5,3,3,9
To Catch a Killer,2023,5,3,2,12
When Promised Flower Blossoms,2015,8,4,1,6,10
Scooby Doo Krypto Too,2023,5,3,2,6,7
AK 47 : Kalashnikav,2021,11,3,2,8,13
The Super Mario Bros,2023,5,4,6,5,9,10,7
Upgraded,2024,5,3,1,5
One Life,2023,5,4,1,3,8,13
Marvels,2023,5,3,5,4,7,10
Belle,2013,5,4,1,2,14
Love Hurts,2024,5,0,1,2,5
My Fault (Culpa MÃ­a),2023,4,4,1,14
The witcher: Sirens of the Deep,2022,5,4,1,3,10
He Never Died,2015,5,3,3,12
Back in Action,2025,5,0,1,2,5
Kraven: The Hunter,2024,5,0,2,4,7
Moana,2017,5,4,6,9,10
Moana 2,2024,5,0,6,9,10
Padington,2024,1,0,6,9,10
The George,2025,5,0,2,7,12
Dark Shadows,2012,5,3,7,2
Due Date,2010,5,3,2,5
This is 40,2012,5,3,1,5,14
The Lord of the Rings: The Fellowship of the Ring,2001,1,5,2,10,14
The Lord of the Rings: The Two Towers,2002,1,5,2,10,14
The Lord of the Rings: The Return of the King,2003,1,5,2,10,14
The Hobbit: An Unexpected Journey,2012,1,4,2,10,14
The Hobbit: The Desolation of Smaug,2013,1,4,2,10,14
The Hobbit: The Battle of the Five Armies,2014,1,4,2,10,14
Allied,2016,5,3,1,2
Anora,2025,5,0,1,14
Carry-on,2024,5,0,2
Conclave,2024,5,0,14
Focus,2015,5,3,2,5
Harold and the Purple Crayon,2024,5,0,5,9,10
The Exception,2016,5,3,1,2
The Tearsmith,2024,4,0,1,14
Supriced by Oxford,2023,5,3,1,14
The Art of Racing in the Rain,2017,5,4,1,14
Death of the Unicorn,2025,5,0,2,10,11,12
Mob Cop,2025,5,0,2,12
Flight Risk,2025,5,0,2,12
Yes Day,2021,5,3,5,9
Hancock,2008,5,3,1,2,5
On a Wing and a Prayer,2019,5,3,2,12
Migrate Sets a Trap,2014,5,3,2,12,14
Ghosted,2023,5,2,1,2,12
Cosmoball(Russian),2020,11,3,1,4,7
Attraction,2017,11,3,2,7
Attraction 2,2020,11,3,2,7
Fool's Gold,2008,5,2,1,2
Beautiful Wedding,2023,5,2,1,2,5
Orian and the Dark,2024,5,0,5,6,9,10
The BeeKeeper,2024,5,3,2,12
Role Play,2023,5,2,1,2,12
The Marvels,2023,5,3,2,4,7
Casino Royale,2006,1,4,2,12
Quantum of Solace,2008,1,4,2,12
Skyfall,2012,1,5,2,12
Spectre,2015,1,4,2,12
No Time to Die,2021,1,4,2,12
Indiana Jones and the Kingdom of the Crystal Skull,2008,5,3,2,12,16
Indiana Jones and the Dial of Destiny,2023,5,3,2,12,16
Race to Glory: Audi vs Lansia,2024,5,0,2,14
Napoleon,2023,5,3,2,16
At Midnight,2023,5,3,1,2,5
Nimona,2023,5,4,5,6,9,10
One Day as a Lion,2023,5,3,2,5,12
Oppenheimer,2023,5,5,8,13
Renfeild,2023,5,3,2,5,10,11,12
Ruby Gilman: Teenage Cracken,2023,5,3,2,5,6,10
Shazam: Furry of Gods,2023,5,2,2,4,5,7
Safe Haven,2013,5,4,1,12,14
See you in Venus,2013,5,3,1,5,7,14
Marked Men,2025,5,0,1,2,14
God Father I,1985,5,5,1,2,12,17
God Father II,1992,5,5,1,2,12,17
God Father III,1995,5,4,1,2,12,17
Love Rossie,2014,1,4,1,14
About Time,2013,1,4,1,14
Pride & Prejudice and Zombies,2016,5,3,1,2,3,12
Leap Year,2014,5,3,1,14
Brooklyn,2015,1,4,1,14
Before Sunrise,2014,5,4,1,14
La La Land,2016,5,4,1,15,14
Beauty and the Beast,2014,5,4,1,2,10
Pride & Prejudice,2012,1,4,1,14
The Interview,2014,5,3,2,5,12
The Accountant,2016,5,4,2,12,14
The Accountant 2,2025,5,0,2,12,14
A Minecraft Movie,2025,5,0,2,7,9,10
Alarum,2025,5,0,2,12
Sonic The Hedgehog,2020,5,4,2,5,7,9
Sonic The Hedgehog 2,2022,5,4,2,5,7,9
Sonic The Hedgehog 3,2024,5,0,2,5,7,9
Culpa Miya (My Fault),2022,4,4,1,2,14
Culpa Thuya (Your Fault),2024,4,0,1,2,14
My Fault : London,2025,4,0,1,2,14
Venom,2018,5,3,2,5,7,4
Venom : Let There Be Carnage,2021,5,3,2,4,5,7
Venom : The Last Dance,2024,5,0,2,4,5,7
Sweethearts,2024,5,0,1,5,14
Freedom,2024,5,0,1,2,12,14
The Garfield Movie,2024,5,0,5,6,9
The Family Affair,2024,5,0,1,14
IF,2024,5,0,5,9,10
Hitman,2024,5,0,2,5,12
The Fall Guy,2024,5,0,2,5,12
The Idea of You,2024,5,0,1,14
Kung Fu Panda,2008,5,4,2,5,6,9,10
Kung Fu Panda 2,2011,5,4,2,5,6,9,10
Kung Fu Panda 3,2016,5,4,2,5,6,9,10
Kung Fu Panda 4,2024,5,0,2,5,6,9,10
Snack Shack,2024,5,0,1,5,14
Anyone But You,2023,5,3,1,14
The Family Plan,2021,5,3,2,5
Freelance,2023,5,2,1,2,5
King of Killers,2023,5,2,2,12
Puppy Love,2023,5,3,1,14
In Time,2011,5,3,1,2,7
The Machine,2023,5,2,2,5,12
Scrooge A Christmas Carol,2023,5,3,10,9,14
Lady Chatterley's Lover,2022,1,4,1,14
Lamborghini: The Man Behind The Legend,2022,4,3,13,14
Stars At Noon,2022,5,3,1,2,12
Luck,2022,5,3,5,9,10
The Gray Man,2022,5,3,2,12
Along for The Ride,2022,5,3,1,14
She's out of my League,2010,5,3,1,5
Monkey King,2022,8,3,2,5,9,10
Heads of State,2025,5,3,1,2,5
The Ministry of Ungentlemanly Warfare,2025,1,4,2,5,12,16
Novocain,2025,5,3,1,2,5,12
The Armature,2025,5,4,2,12,17
Deep Cover,2025,5,3,2,5
Jurrasic World : Rebirth,2025,5,3,2,7,11,12
Happy Gilmore,1996,5,4,5
Happy Gilmore 2,2025,5,4,5
My Oxford Year,2025,1,4,1,5,14
Ne Zha 2,2025,13,5,5,6,9,10,2
Smurfs,2025,5,4,6,9,10
Mission Impossible,1996,5,4,2,12
Mission Impossible 2,2000,5,3,2,12
Mission Impossible III,2006,5,3,2,12
Mission Impossible : Ghost Protocol,2011,5,4,2,12
Mission Impossible : Rogue Nation,2015,5,4,2,12
Mission Impossible : Fallout,2018,5,4,2,12
Mission Impossible : Dead Reckoning Part One,2023,5,4,2,12
Mission Impossible : The Final Reckoning,2025,5,2,2,12
The Bad Guys 2,2025,5,3,2,6,12,5
The Bad Guys 2 : Halloween,2025,5,3,2,6,12,5
Man of Steel,2013,5,4,2,4,7
Superman Returns,2006,5,3,2,4,7,14
Batman v Superman: Dawn of Justice,2016,5,4,2,4,7,12
Justice League,2017,5,3,2,4,7
Zack Snyder's Justice League,2021,5,4,2,4,7,12
Justice League: The New Frontier,2008,5,4,2,4,6,7,16
Justice League: Doom,2012,5,4,2,4,6,7
Justice League: War,2014,5,4,2,4,6,7
Justice League: Throne of Atlantis,2015,5,4,2,4,6,7,10
Justice League: Gods and Monsters,2015,5,4,2,4,6,7,10
Justice League Dark,2017,5,4,2,4,7,10,12
The Death of Superman,2018,5,4,2,4,6,7,14
Reign of the Supermen,2019,5,4,2,4,6,7
Justice League vs. the Fatal Five,2019,5,4,2,4,6,7
Justice League Dark: Apokolips War,2020,5,4,2,4,6,7,12
Justice Society: World War II,2021,5,4,2,4,6,7,16
Batman and Superman: Battle of the Super Sons,2022,5,4,2,4,6,7
Justice League: Crisis on Infinite Earths,2024,5,4,2,4,6,7
The Man From U.N.C.L.E.,2015,5,3,1,2,5,12
F1 : The Movie,2025,5,4,2,14
TMNT,2007,5,3,2,6,9,10
Teenage Mutant Ninja Turtles,2014,5,3,2,9
Teenage Mutant Ninja Turtles : Out of the Shadows,2016,5,3,2,9
Teenage Mutant Ninja Turtles : Mutant Mayhem,2023,5,4,2,5,6,9
Garfield : The Movie,2004,5,3,5,6,9
Garfield : A Tail of Two Kitties,2006,5,3,5,6,9
Sketch,2025,5,3,5,9,10
"Oh, Hi",2025,1,2,1,5,12
Eniee Meanie,2025,5,3,1,2,5,12
The map that leads to you,2025,5,3,1,14
The Naked Gun,2025,5,4,2,5,12
Nobody,2022,5,4,2,5,12
Nobody 2,2025,5,4,2,5,12
She rides Shotgun,2025,5,5,2,12,14
Kingdom,2025,10,4,1,2,12
Ophelia,2015,1,3,1,14,16
Knowing,2009,5,4,2,7,12
